product_id,name,base_price,price_odd,price_even,inventory,pr_wage,s_kieng,s_nhl,s_nhn,s_gl,s_gn,s_dl,s_hau,s_lua,s_kt,s_oc,s_nhom,s_7f,s_2d,s_decal,mdf_odd,mdf_even,hp_odd,hp_even,hoanh,tg,lieng,size_id,status
1009,Tấm cảnh ốc ĐL,90700,360000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1010,Cao Huyền 6x9 kt G,90700,250000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1011,Cao Huyền 6x9 ốc G,90700,300000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1012,Cao Huyền 7x10 kt G,90700,280000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1013,Cao Huyền 7x10 ốc G,90700,350000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1014,Tấm cảnh kt G,90700,270000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1015,Cao Huyền 30 ốc G,90700,106000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1016,Tấm cảnh kt ĐL,90700,270000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1017,Cao Huyền 35 kt G,90700,113000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1018,3D (40x80) NV,90700,105000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1019,3D (40x80) NĐ,90700,105000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1020,Tđịa chữ (18) ốc Nn,90700,29000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1021,3D (40x80) NV 01,90700,105000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1022,Tđịa chữ (23) ốc Gn,90700,50000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1023,3D (60x120) G,90700,250000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1024,Tđịa chữ (23) kt Gn,90700,45000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1025,Tđịa chữ (23) đc Gn,90700,45000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1026,Tđịa chữ (25) ốc Nn,90700,44000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1027,Tđịa chữ (25) kt Nn,90700,37000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1028,Tđịa chữ (25) đc Nn,90700,37000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1029,Tđịa chữ (25) ốc Gn,90700,57000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1030,Tđịa chữ (25) kt Gn,90700,50000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1031,Tđịa chữ (25) đc Gn,90700,50000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1032,Tđịa chữ (30) ốc Nn,90700,54000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1033,3D (50x100) NV,90700,150000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1034,Tđịa chữ (18) kt Nn,90700,23500,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1035,Tđịa chữ (30) kt Nn,90700,45000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1036,Tđịa chữ (30) đc Nn,90700,45000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1037,Tđịa chữ (30) ốc Gn,90700,69000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1038,Tđịa chữ (30) kt Gn,90700,60000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1039,Tđịa chữ (30) đc Gn,90700,60000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1040,Tđịa chữ (30) ốc N,90700,66000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1041,Tđịa chữ (30) kt N,90700,57000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1042,Tđịa chữ (30) đc N,90700,57000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1043,Tđịa chữ (30) ốc G,90700,86000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1044,Tđịa chữ (30) kt G,90700,76000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1045,3D (50x100) NĐ,90700,150000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1046,Tđịa chữ (18) đc Nn,90700,23500,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1047,Tđịa chữ (30) đc G,90700,76000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1048,Tđịa chữ (35) ốc Nn,90700,72000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1049,Tđịa chữ (35) kt Nn,90700,56000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1050,Tđịa chữ (35) đc Nn,90700,56000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1051,Tđịa chữ (35) ốc Gn,90700,91000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1052,Tđịa chữ (35) kt Gn,90700,75000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1053,Tđịa chữ (35) đc Gn,90700,75000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1054,Tđịa chữ (35) ốc N,90700,87000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1055,Tđịa chữ (35) kt N,90700,71000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1056,Tđịa chữ (35) đc N,90700,71000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1057,3D (60x120) NV,90700,230000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1058,Tđịa chữ (18) ốc Gn,90700,39000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1059,Tđịa chữ (35) ốc G,90700,110000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1060,Tđịa chữ (35) kt G,90700,93000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1061,Tđịa chữ (35) đc G,90700,93000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1062,3D (60x120) NĐ,90700,230000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1063,Tđịa chữ (18) kt Gn,90700,35000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1064,3D (70x120) NV,90700,250000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1065,Tđịa chữ (18) đc Gn,90700,35000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1066,3D (70x120) G,90700,290000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1067,Tđịa chữ (23) ốc Nn,90700,39000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1068,3D (90x150) G,90700,480000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1069,Tđịa chữ (23) kt Nn,90700,32000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1070,3D (90x150) NV,90700,440000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1071,Tđịa chữ (23) đc Nn,90700,32000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1072,3D (18) Quan Âm Nn,90700,23500,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1073,Tđịa R (18) ốc Nn,90700,29000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1074,3D (18)Tử Vi Nn,90700,23500,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1075,Tđịa R (23) ốc Gn,90700,50000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1076,3D (18) Bà cởi voi Nn,90700,23500,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1077,Tđịa R (23) kt Gn,90700,45000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1078,3D (18) Hư không tạng Nn,90700,23500,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1079,Tđịa R (23) đc Gn,90700,45000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1080,3D (18) Thích ca Nn,90700,23500,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1081,Tđịa R (25) ốc Nn,90700,44000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1082,3D (23) Quan Âm Nn,90700,32000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1083,Tđịa R (25) kt Nn,90700,37000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1084,3D (23) Thích ca Nn,90700,32000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1085,Tđịa R (25) đc Nn,90700,37000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1086,3D (23) QC 3 ông Nn,90700,32000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1087,Tđịa R (25) ốc Gn,90700,57000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1088,3D (23) QC 5 ông Nn,90700,32000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1089,Tđịa R (25) kt Gn,90700,50000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1090,3D (23) QC 1 ông Nn,90700,32000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1091,Tđịa R (25) đc Gn,90700,50000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1092,3D (23) Quan Bình Nn,90700,32000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1093,Tđịa R (30) ốc Nn,90700,54000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1094,3D (18) QC 3 ông Nn,90700,23500,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1095,Tđịa R (18) kt Nn,90700,23500,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1096,3D (23) Quan Vũ Nn,90700,32000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1097,Tđịa R (30) kt Nn,90700,45000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1098,3D (23) Quạt Khía Nn,90700,32000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1099,Tđịa R (30) đc Nn,90700,45000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1100,3D (23) Quạt tròn Nn,90700,32000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1101,Tđịa R (30) ốc Gn,90700,69000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1102,3D (23) Cậu Quý Nn,90700,32000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1103,Tđịa R (30) kt Gn,90700,60000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1104,3D (23)Tử Vi Nn,90700,32000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1105,Tđịa R (30) đc Gn,90700,60000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1106,3D (23) Bà cởi voi Nn,90700,32000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1107,Tđịa R (30) ốc N,90700,66000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1108,3D (23) Hư không tạng Nn,90700,32000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1109,Tđịa R (30) kt N,90700,57000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1110,3D (23) Quan Âm N,90700,42000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1111,Tđịa R (30) đc N,90700,57000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1112,3D (23) Thích ca N,90700,42000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1113,Tđịa R (30) ốc G,90700,86000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1114,3D (25) Quan Âm Nn,90700,37000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1115,Tđịa R (30) kt G,90700,76000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1116,3D (18) QC 5 ông Nn,90700,23500,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1117,Tđịa R (18) đc Nn,90700,23500,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1118,3D (25) Thích ca Nn,90700,37000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1119,Tđịa R (30) đc G,90700,76000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1120,3D (25) QC 3 ông Nn,90700,37000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1121,Tđịa R (35) ốc Nn,90700,72000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1122,3D (25) QC 5 ông Nn,90700,37000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1123,Tđịa R (35) kt Nn,90700,56000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1124,3D (25) QC 1 ông Nn,90700,37000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1125,Tđịa R (35) đc Nn,90700,56000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1126,3D (25) Quan Bình Nn,90700,37000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1127,Tđịa R (35) ốc Gn,90700,91000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1128,3D (25) Quan Vũ Nn,90700,37000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1129,Tđịa R (35) kt Gn,90700,75000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1130,3D (25) Quạt Khía Nn,90700,37000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1131,Tđịa R (35) đc Gn,90700,75000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1132,3D (25) Quạt tròn Nn,90700,37000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1133,Tđịa R (35) ốc N,90700,87000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1134,3D (25) Cậu Quý Nn,90700,37000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1135,Tđịa R (35) kt N,90700,71000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1136,3D (25)Tử Vi Nn,90700,37000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1137,Tđịa R (35) đc N,90700,71000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1138,3D (18) QC 1 ông Nn,90700,23500,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1139,Tđịa R (18) ốc Gn,90700,39000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1140,3D (25) Bà cởi voi Nn,90700,37000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1141,Tđịa R (35) ốc G,90700,110000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1142,3D (25) Hư không tạng Nn,90700,37000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1143,Tđịa R (35) kt G,90700,93000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1144,3D (25) Quan Âm N,90700,48000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1145,Tđịa R (35) đc G,90700,93000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1146,3D (25) Thích ca N,90700,48000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1147,Tđịa R (40) ốc N,90700,107000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1148,3D (30) Quan Âm Nn,90700,45000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1149,Tđịa R (40) kt N,90700,87000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1150,3D (30) Thích ca Nn,90700,45000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1151,Tđịa R (40) đc N,90700,87000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1152,3D (30) Quan Âm N,90700,57000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1153,3D (30) Thích ca N,90700,57000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1154,3D (30) Tam thế N,90700,57000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1155,3D (35) Quan Âm N,90700,71000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1156,3D (18) Quan Bình Nn,90700,23500,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1157,Tđịa R (18) kt Gn,90700,35000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1158,3D (35) Thích ca N,90700,71000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1159,3D (35) Tam thế N,90700,71000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1160,3D (40) Quan Âm N,90700,87000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1161,3D (40) Thích ca N,90700,87000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1162,3D (40) Tam thế N,90700,87000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1163,3D (23) A Di Đà Nn,90700,32000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1164,3D (25) A Di Đà Nn,90700,37000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1165,3D (18) Quan Vũ Nn,90700,23500,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1166,Tđịa R (18) đc Gn,90700,35000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1167,3D (18) Quạt Khía Nn,90700,23500,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1168,Tđịa R (23) ốc Nn,90700,39000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1169,3D (18) Quạt tròn Nn,90700,23500,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1170,Tđịa R (23) kt Nn,90700,32000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1171,3D (18) Cậu Quý Nn,90700,23500,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1172,Tđịa R (23) đc Nn,90700,32000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1173,Cẩn ốc TGM3,87700,40000,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,1
1174,Cẩn ốc TGM3 3D,87700,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,1
1175,Cẩn ốc TGM3 cảnh,90700,30000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1176,Cẩn ốc TGM3 rồng,90700,30000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1177,Cẩn ốc TGTL,90700,25000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1178,CH chữ (18) kt việt Nn,90700,30000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1179,CH chữ (18) ốc việt Nn,90700,30000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1180,CH chữ (23) kt việt Nn,90700,32000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1181,CH chữ (23) ốc tàu Gn,90700,50000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1182,CH chữ (60) ốc tàu G,90700,270000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1183,CH chữ (70) kt tàu N,90700,220000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1184,CH chữ (70) ốc tàu N,90700,290000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1185,CH chữ (70) kt tàu G,90700,250000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1186,CH chữ (70) ốc tàu G,90700,320000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
1187,CH chữ (23) đc việt Gn,90700,45000,23000,0,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,,1
